cert,institution_name,lei,match_quality,is_subject_bank
29809,First Savings Bank of Hegewisch,2549008F85XOERURYW13,exact_rssd,False
29980,Midland Federal Savings and Loan Association,,no_lei_for_rssd,False
29986,Guardian Savings Bank,,no_lei_for_rssd,False
30043,Beardstown Savings s.b.,,no_lei_for_rssd,False
30152,Milford Building and Loan Association,,no_lei_for_rssd,False
30220,Chester National Bank,,no_lei_for_rssd,False
30241,First Savanna Savings Bank,,no_lei_for_rssd,False
30248,Home Savings Bank,,no_lei_for_rssd,False
30313,East Wisconsin Savings Bank,254900FSTRXV05536767,exact_rssd,False
30357,Streator Home Savings Bank,,no_lei_for_rssd,False
30422,First Federal Bank of Wisconsin,,no_lei_for_rssd,False
30516,Crossbridge Community Bank,,no_lei_for_rssd,False
30585,Mayville Savings Bank,,no_lei_for_rssd,False
30615,"Tempo Bank, A Federal Savings Bank",,no_lei_for_rssd,False
30618,Wabash Savings Bank,,no_lei_for_rssd,False
30656,North County Savings Bank,,no_lei_for_rssd,False
30819,Community Partners Savings Bank,549300HXQLIV5UBQEF05,exact_rssd,False
30864,McHenry Savings Bank,,no_lei_for_rssd,False
30969,First FSB of Mascoutah,254900FTCNECUOWATD22,exact_rssd,False
32541,"Flagstar Bank, National Association",,no_lei_for_rssd,False
32574,Beal Bank,,no_lei_for_rssd,False
33005,FCB Banks,549300L8JRY60EOROT34,exact_rssd,False
33137,Cornerstone Community Bank,,no_lei_for_rssd,False
33306,CIBC Bank USA,FDXQ75GPEQKRPWABYN63,exact_rssd,False
33458,Monona Bank,,no_lei_for_rssd,False
33664,State Bank of India,,no_lei_for_rssd,False
33708,International Bank of Chicago,254900KI0CM65KPBM547,exact_rssd,False
33753,Citizens Community Bank,254900L9ZR7FYE68H705,exact_rssd,False
33758,Starion Bank,54930019RBT2SM6CQS78,exact_rssd,False
33803,"Wheaton Bank & Trust, National Association",549300S5LHMBX3WRT314,exact_rssd,False
33805,Community Bank of Elmhurst,,no_lei_for_rssd,False
33812,American National Bank - Fox Cities,549300B63HUNVIWL5V50,exact_rssd,False
33849,"Hinsdale Bank & Trust Company, National Association",9LIMABRJ9VPV74PBJB17,exact_rssd,False
33867,Quad City Bank and Trust Company,549300DWS85AHLUZHB50,exact_rssd,False
33880,Wisconsin River Bank,,no_lei_for_rssd,False
33935,"Wintrust Bank, National Association",549300RAQJBTN6Z28096,exact_rssd,False
34011,"Village Bank and Trust, National Association",549300P7J9S1WSW4VU68,exact_rssd,False
34038,Time Bank,,no_lei_for_rssd,False
34052,Bay Bank,254900ACGDT107SC5E82,exact_rssd,False
34073,"Libertyville Bank & Trust Company, National Association",01ERPZV3DOLNXY2MLB90,exact_rssd,False
34074,Capitol Bank,2549006SBIS8ROWE8X84,exact_rssd,False
34076,Illinois Bank & Trust,,no_lei_for_rssd,False
34089,Pacific Global Bank,,no_lei_for_rssd,False
34108,Pan American Bank & Trust,,no_lei_for_rssd,False
34162,West Pointe Bank,549300E0Q8JLIMURNH75,exact_rssd,False
34240,Wolf River Community Bank,549300JCUSJMRA75V483,exact_rssd,False
34295,Investors Community Bank,,no_lei_for_rssd,False
34304,River Cities Bank,,no_lei_for_rssd,False
34334,American Metro Bank,,no_lei_for_rssd,False
34393,1st Equity Bank,,no_lei_for_rssd,False
34395,"Barrington Bank & Trust Company, National Association",C398JSK21YCXWM603F55,exact_rssd,False
34416,Northside Community Bank,,no_lei_for_rssd,False
34526,Prairie Community Bank,,no_lei_for_rssd,False
34617,"State Farm Bank, F.S.B.",,no_lei_for_rssd,False
34681,"Crystal Lake Bank and Trust Company, National Association",3HICJPQ15PGZSBFDNJ82,exact_rssd,False
34717,"Town Bank, National Association",54930037K28BC4GVBU20,exact_rssd,False
34752,First Community Bank of Hillsboro,,no_lei_for_rssd,False
34778,First Trust Bank of Illinois,549300T3MSPBPSPZLR85,exact_rssd,False
34799,Thrivent Trust Company,,no_lei_for_rssd,False
34900,Preferred Bank,,no_lei_for_rssd,False
34955,"American Bank and Trust Company, National Association",549300AQ83ZR1PW5DB53,exact_rssd,False
35043,Sunset Bank & Savings,,no_lei_for_rssd,False
3510,"Bank of America, National Association",B4TYDEB6GKMZO031MB27,exact_rssd,False
35109,SENB Bank,,no_lei_for_rssd,False
3511,"Wells Fargo Bank, National Association",KB1H1DSPRFMYMCUFXT09,exact_rssd,False
35131,Sauk Valley Bank & Trust Company,,no_lei_for_rssd,False
3514,Bank of The West,,no_lei_for_rssd,False
35169,State Bank,,no_lei_for_rssd,False
35223,First Secure Community Bank,,no_lei_for_rssd,False
35229,Southern Illinois Bank,,no_lei_for_rssd,False
35230,Evergreen Bank Group,,no_lei_for_rssd,False
35237,"John Deere Financial, f.s.b.",,no_lei_for_rssd,False
35278,"Capital Bank, National Association",54930044OSTKOJMHF287,exact_rssd,False
35333,Oak Bank,549300UXZ76FJVM3UC43,exact_rssd,False
35393,United Trust Bank,,no_lei_for_rssd,False
35412,American Community Bank & Trust,549300228GG3C6SV3C98,exact_rssd,False
35422,The Leaders Bank,,no_lei_for_rssd,False
35518,The Federal Savings Bank,,no_lei_for_rssd,False
35602,Country Trust Bank,,no_lei_for_rssd,False
3598,Arcola First Bank,,no_lei_for_rssd,False
3599,The First National Bank of Arenzville,,no_lei_for_rssd,False
3600,The First National Bank of Assumption,,no_lei_for_rssd,False
3601,The Atlanta National Bank,,no_lei_for_rssd,False
3603,Old Second National Bank,B94HV8SXGDD3J5XESU08,exact_rssd,False
3607,The First National Bank of Beardstown,,no_lei_for_rssd,False
3612,MidAmerica National Bank,,no_lei_for_rssd,False
3614,Casey State Bank,,no_lei_for_rssd,False
3615,Catlin Bank,,no_lei_for_rssd,False
3639,First National Bank & Trust Company,,no_lei_for_rssd,False
3657,First American Bank,XC7Z0BA39TU7L1AKOJ12,exact_rssd,False
3661,Union National Bank and Trust Company of Elgin,,no_lei_for_rssd,False
3664,"INB, National Association",549300HGDJQ37M5BE268,exact_rssd,False
3674,Grand Ridge National Bank,,no_lei_for_rssd,False
3677,The Havana National Bank,549300BO5UTSDB76V724,exact_rssd,False
3688,The First National Bank of Lacon,,no_lei_for_rssd,False
3691,Hometown National Bank,254900RAPDJZFI07WS81,exact_rssd,False
3693,The Lemont National Bank,,no_lei_for_rssd,False
3698,First Security Bank,,no_lei_for_rssd,False
3701,"Resource Bank, National Association",254900ZOIZTP7ZF6AH17,exact_rssd,False
3702,First Bank of Manhattan,549300VBLC1LTYHXGB54,exact_rssd,False
3705,"First Mid Bank & Trust, National Association",549300XOTES5TCS8T794,exact_rssd,False
3709,First Midwest Bank,,no_lei_for_rssd,False
3711,Midwest Bank,254900YK0G0T2WULHK84,exact_rssd,False
3713,Grundy Bank,549300F08RTZA4O1LF12,exact_rssd,False
3719,"American Commercial Bank & Trust, National Association",549300DL7AWRPX6NXO12,exact_rssd,False
3720,First National Bank of Pana,5493000EKZWTYZXUW582,exact_rssd,False
3722,Prospect Bank,549300QWYPPH283K6R36,exact_rssd,False
3732,Farmers National Bank,254900LD3DEBFTITLD76,exact_rssd,False
3745,First Community Bank of Moultrie County,,no_lei_for_rssd,False
3747,"First Neighbor Bank, National Association",,no_lei_for_rssd,False
3749,The First National Bank in Tremont,54930041S7CZYMJ4CH46,exact_rssd,False
3759,Anna-Jonesboro National Bank,,no_lei_for_rssd,False
3761,The First National Bank of Ava,549300OZZQ1ZON9W1K45,exact_rssd,False
3762,Great Rivers Bank,,no_lei_for_rssd,False
3770,The First National Bank of Brownstown,,no_lei_for_rssd,False
3775,"CNB Bank and Trust, N.A.",5493000BIR9N6Y5KFV24,exact_rssd,False
3777,The First National Bank of Carmi,549300KH5RQTNDNNHM28,exact_rssd,False
3787,Dieterich Bank,549300LTSES0DE01Z405,exact_rssd,False
3792,The Fairfield National Bank,,no_lei_for_rssd,False
3799,The Bradford National Bank of Greenville,549300BK51FTOVBDMC15,exact_rssd,False
3805,Kinmundy Bank,,no_lei_for_rssd,False
3807,The First National Bank of Litchfield,,no_lei_for_rssd,False
3808,The Litchfield National Bank,,no_lei_for_rssd,False
3809,"Peoples National Bank , N.A.",549300U8L31JJT1ZDP60,exact_rssd,False
3814,The City National Bank of Metropolis,,no_lei_for_rssd,False
3817,The First National Bank,,no_lei_for_rssd,False
3818,The First Bank and Trust Company of Murphysboro,,no_lei_for_rssd,False
3821,The Farmers and Merchants National Bank of Nashville,549300OA8B0OLDA16R42,exact_rssd,False
3826,The First National Bank of Okawville,,no_lei_for_rssd,False
3827,The Old Exchange National Bank of Okawville,,no_lei_for_rssd,False
3830,The First National Bank of Raymond,549300ZK7EAZ7CRGCU94,exact_rssd,False
3832,Old National Bank,549300AT7EB9FJAF0E61,exact_rssd,False
3834,Midwest National Bank,,no_lei_for_rssd,False
3837,The First National Bank of Sparta,,no_lei_for_rssd,False
3840,The FNB Community Bank,549300CW5TQ2ILVQPH09,exact_rssd,False
3842,First National Bank of Waterloo,5493002GOGIUXB84JB89,exact_rssd,False
3845,Security National Bank,,no_lei_for_rssd,False
3846,Community First Bank of the Heartland,,no_lei_for_rssd,False
3850,"First Community Bank, Xenia-Flora",,no_lei_for_rssd,False
3890,Simmons Bank,549300DPRWSBUY619V27,exact_rssd,False
3931,"Alerus Financial, National Association",549300C4J510S9L1RF98,exact_rssd,False
4365,First Merchants Bank,S0Q3AHZRL5K6VQE35M07,exact_rssd,False
4382,"First Financial Bank, National Association",549300E0S1LZYZ9QNX81,exact_rssd,False
4534,Central Bank of St. Louis,,no_lei_for_rssd,False
4666,"Armed Forces Bank, National Association",5493007CLWQN2S6IZK91,exact_rssd,False
5072,Range Bank,,no_lei_for_rssd,False
5280,"WNB FINANCIAL, N.A.",,no_lei_for_rssd,False
5283,American Bank of Beaver Dam,,no_lei_for_rssd,False
5285,The First National Bank and Trust Company,5493001SSNVCONGBH947,exact_rssd,False
5286,Fortifi Bank,254900TQL77TN5I01K05,exact_rssd,False
5295,PremierBank,,no_lei_for_rssd,False
5296,"Associated Bank, National Association",ZF85QS7OXKPBG52R7N18,exact_rssd,True
5297,FORTE BANK,549300RTMAIJNRX52596,exact_rssd,False
5304,"Bank First, N.A.",549300BRLQAIJ1LJA253,exact_rssd,False
5306,The Stephenson National Bank and Trust,549300508JOHWSRFDR57,exact_rssd,False
5317,The Peshtigo National Bank,549300LXCDKIWPEE4R73,exact_rssd,False
5325,Union Bank of Sparta,,no_lei_for_rssd,False
5331,NBW BANK,,no_lei_for_rssd,False
5335,WOODTRUST BANK,5493000JCZ0GMM2WOD15,exact_rssd,False
5336,Pillar Bank,549300PQ7WSN8JPB7M42,exact_rssd,False
5337,The First National Bank of Bangor,549300C0NMWZNSX3W048,exact_rssd,False
5347,Peoples Bank Midwest,,no_lei_for_rssd,False
5357,First National Community Bank,549300Q26XXW77S35W27,exact_rssd,False
5364,The First National Bank of River Falls,VUAW1MW1BHNL595RH698,exact_rssd,False
5452,First National Bank of Omaha,LDVFX8JEECFFE8HRWA73,exact_rssd,False
55130,"Servbank,sb",549300XRF9LCZ3RX3Q39,exact_rssd,False
57038,Nicolet National Bank,38CFVD4YYFWD1FV7IM34,exact_rssd,False
57061,Cornerstone National Bank & Trust Company,54930001LYHHRVGJ6B97,exact_rssd,False
57082,"Northbrook Bank and Trust Company, National Association",CLHA5EVJO4FMZ2WOBV70,exact_rssd,False
57093,Northwestern Mutual Wealth Management,,no_lei_for_rssd,False
57103,"Schaumburg Bank & Trust Company, National Association",2I8LP0RLR14D1X6W0P51,exact_rssd,False
5722,Philo Exchange Bank,,no_lei_for_rssd,False
57265,Citizens Community Federal National Association,549300SUC4CLYKKZWS29,exact_rssd,False
57295,AMG National Trust Bank,,no_lei_for_rssd,False
5730,State Bank of St. Jacob,,no_lei_for_rssd,False
57359,American Eagle Bank,,no_lei_for_rssd,False
5740,State Bank of Davis,,no_lei_for_rssd,False
5744,"State Bank of the Lakes, National Association",549300KX2KT8MOAS5Q71,exact_rssd,False
57488,Metropolitan Capital Bank & Trust,,no_lei_for_rssd,False
5749,Foresight Bank,549300ZTG888WY6L8M95,exact_rssd,False
57512,Western Alliance Bank,,no_lei_for_rssd,False
5753,Fidelity Bank,,no_lei_for_rssd,False
5754,"First Trust & Savings Bank of Albany, Illinois",,no_lei_for_rssd,False
57611,1st Equity Bank Northwest,,no_lei_for_rssd,False
57701,"Beverly Bank & Trust Company, National Association",549300FOO7XNZ1564N12,exact_rssd,False
57754,Providence Bank & Trust,549300GY0I1WYYWYFS47,exact_rssd,False
57813,Sterling Bank,549300DNP4W96HB6LV07,exact_rssd,False
57833,Beal Bank USA,,no_lei_for_rssd,False
57897,SouthernTrust Bank,,no_lei_for_rssd,False
57927,Rockford Bank and Trust Company,,no_lei_for_rssd,False
57971,Lincolnway Community Bank,,no_lei_for_rssd,False
58018,St. Louis Bank,5493008MLNFTWNSBXB88,exact_rssd,False
58020,Commerce State Bank,,no_lei_for_rssd,False
58039,First Resource Bank,,no_lei_for_rssd,False
58114,Bank of Belleville,549300BY08MY8QNSPU50,exact_rssd,False
58127,STC Capital Bank,,no_lei_for_rssd,False
58158,"SmartBiz Bank, National Association",,no_lei_for_rssd,False
58165,Belmont Bank & Trust Company,,no_lei_for_rssd,False
58214,Town Center Bank,,no_lei_for_rssd,False
58216,BMO Harris Central National Association,,no_lei_for_rssd,False
58244,Choice Bank,,no_lei_for_rssd,False
58264,Signature Bank,,no_lei_for_rssd,False
58314,"Old Plank Trail Community Bank, National Association",54930010ZG6EHTCJ1L21,exact_rssd,False
58348,Millennium Bank,,no_lei_for_rssd,False
58458,HTLF Bank,,no_lei_for_rssd,False
58514,American Eagle Bank of Chicago,,no_lei_for_rssd,False
58556,Gold Coast Bank,5493003X9FWFI47DPO39,exact_rssd,False
58579,Golden Eagle Community Bank,,no_lei_for_rssd,False
58593,"First American Bank, N.A.",,no_lei_for_rssd,False
58597,PeopleFirst Bank,,no_lei_for_rssd,False
58651,Settlers Bank,,no_lei_for_rssd,False
58780,Spring Bank,549300Z0DIN11QBU4C61,exact_rssd,False
58816,Royal Business Bank,5493003B20KZ3DEZGB43,exact_rssd,False
59195,FWBank,,no_lei_for_rssd,False
6186,Citizens State Bank of Loyal,5493002PU0KOD7M34E71,exact_rssd,False
6194,Citizens State Bank,,no_lei_for_rssd,False
6195,Sterling Bank,,no_lei_for_rssd,False
6198,Highland State Bank,,no_lei_for_rssd,False
628,"JPMorgan Chase Bank, National Association",7H6GLXDRUGQFU57RNE97,exact_rssd,False
6384,"PNC Bank, National Association",AD6GFRVSDT01YPT1CS68,exact_rssd,False
6548,U.S. Bank National Association,6BYL5QZYBDK8S7L73M02,exact_rssd,False
6560,The Huntington National Bank,2WHM8VNJH63UN14OL754,exact_rssd,False
6600,First Financial Bank,MV4O55SH8HO6KQSGW013,exact_rssd,False
6672,"Fifth Third Bank, National Association",QFROUN1UWUYU0DVIWD51,exact_rssd,False
7213,"Citibank, National Association",E57ODZWZ7FF32TWEFA76,exact_rssd,False
7946,"BNY Mellon, National Association",4EP6JBYBTPTQ47LZOB67,exact_rssd,False
8273,"UMB Bank, National Association",VNOO6EITDJ2YUEBMSZ83,exact_rssd,False
8487,Central State Bank,,no_lei_for_rssd,False
8491,Scott State Bank,549300VJ2DUIQKBO9U08,exact_rssd,False
8492,Glasford State Bank,,no_lei_for_rssd,False
8693,Bluff View Bank,254900MY1ZANX8HECH55,exact_rssd,False
8695,Bank of Lake Mills,,no_lei_for_rssd,False
8698,The Port Washington State Bank,549300BPOIHOHG3TPP54,exact_rssd,False
8700,Waldo State Bank,549300ALPT3HYIWS8833,exact_rssd,False
8714,Unity Bank,549300K1K5K5L0W6QR97,exact_rssd,False
8866,"Merchants Bank, National Association",549300OZIFHR7THILC90,exact_rssd,False
899,The Gerber State Bank,,no_lei_for_rssd,False
902,Byron Bank,254900KE9OJJUH139Q12,exact_rssd,False
903,Amalgamated Bank of Chicago,,no_lei_for_rssd,False
9035,Headwaters State Bank,,no_lei_for_rssd,False
9036,Security State Bank,549300BUNVNXN3U3OF88,exact_rssd,False
9037,Mound City Bank,549300C70VBQUGXHPR07,exact_rssd,False
9079,The Harvard State Bank,549300TUISK0W7DE2464,exact_rssd,False
9080,Holcomb Bank,549300JRDBJ5RPA6TY76,exact_rssd,False
913,The Northern Trust Company,6PTKHDJ8HDUF78PFWH30,exact_rssd,False
91325,CIBC National Trust Company,,no_lei_for_rssd,False
920,Community Banks of Shelby County,,no_lei_for_rssd,False
924,Farmers & Mechanics Bank,,no_lei_for_rssd,False
925,The State Bank of Geneva,,no_lei_for_rssd,False
9259,Farmers State Bank of Hoffman,549300KTI1WVD92EAK75,exact_rssd,False
926,Peoples National Bank of Kewanee,549300K35KPBBS2J9A28,exact_rssd,False
9260,Oxford Bank & Trust,,no_lei_for_rssd,False
9263,Stillman BancCorp N.A.,2549006L3U88MNTL7K26,exact_rssd,False
9264,H. F. Gehant Banking Co.,,no_lei_for_rssd,False
9265,Rushville State Bank,,no_lei_for_rssd,False
9273,Villa Grove State Bank,,no_lei_for_rssd,False
9274,The Hill-Dodge Banking Company,,no_lei_for_rssd,False
931,Citizens State Bank of Milford,,no_lei_for_rssd,False
9369,The Bank of Advance,,no_lei_for_rssd,False
938,Tnb Bank,,no_lei_for_rssd,False
939,Citizens First State Bank of Walnut,,no_lei_for_rssd,False
9396,Valley National Bank,KI0VI4JRMCIJ329YTN75,exact_rssd,False
9517,Cleveland State Bank,549300O3HNZKCYCYJK98,exact_rssd,False
9523,Bristol Morgan Bank,549300GNGK57UA6SFP52,exact_rssd,False
9526,The Pineries Bank,,no_lei_for_rssd,False
9529,State Bank of Newburg,254900KSSD1QWXBEPB68,exact_rssd,False
9536,Community State Bank,54930098WTIWNSB1OV47,exact_rssd,False
9631,Alliance Community Bank,549300FX3J95NB1UTP88,exact_rssd,False
9632,Fortress Bank,5493003EAJYUK1F8B139,exact_rssd,False
